platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,Sweden,Europe,Swedish,Food,#DogTok,Weekly Reset — Beginners,Emily,trending,Sizzle ASMR,10,41,416024,15615,1349,1483,3728,0.053302,seasonal,TikTok Creative Center,emoji overlays,Android,11,Pets,5,Short,83204.8,367,0.003243,0.003565,0.008961,42.432065,Saturday,Morning,Regular,"pets, dogs, cats, cute",Can’t stop watching 😂,112761.3,Mid,Spring,08.03.2025,2025-03,Cutest moments today ✨,22,1,31.1,0.759,iPhone,External,1,78955798d8bce7910843e6f33e692f54,22175,0.037534,0.000882,53.302,0.0375338922754456,0.0032426013883814,0.003564698190489
YouTube,Turkey,Europe,Turkish,DIY,#LearnOnTikTok,Night Routine — Budget,JamesChannel,original,Toolbox clack,25,45,60179,1698,158,143,105,0.034962,stable,Open Web Samples,facecam,Android,6,Education,5,Short,12035.8,246,0.002626,0.002376,0.001745,6.874494,Monday,Morning,SummerBreak,"tips, study, notes",So underrated!,91380.1,Mid,Summer,16.06.2025,2025-06,How I Take Notes for 2025,25,0,18.1,0.402,Samsung,Suggested,0,d4c91652ebba022b41c8cf60aac1c3b2,2104,0.028216,0.004088,34.962,0.0282158227953272,0.0026255005899067,0.002376244204789
YouTube,Russia,Europe,Russian,DIY,#Fashion,GRWM: College Edition,MusicByLucas,original,Woodshop groove,17,29,161946,7341,884,791,1108,0.062515,rising,Open Web Samples,fast captions,Android,11,Fashion,3,Short,53982.0,538,0.005459,0.004884,0.006842,13.619666,Thursday,Morning,SummerBreak,"fashion, grwm, style",Can’t stop watching 😂,126011.3,Mid,Summer,24.04.2025,2025-04,Outfits for Office,18,0,21.1,0.728,Samsung,Home,0,e669bc972370b020c5323b5880fcd703,10124,0.04533,0.003322,62.515,0.0453299247897447,0.0054586096600101,0.004884344164104
TikTok,Egypt,Africa,Arabic,Automotive,#FYP,Underrated artists you need to hear,AyakaOfficial,licensed,Turbo whoosh,7,33,68182,5020,401,625,441,0.095142,seasonal,TikTok Creative Center,text-to-speech,Android,14,Music,10,Medium,6818.2,142,0.005881,0.009167,0.006468,35.104895,Tuesday,Afternoon,Regular,"cover, beat, music",شرح ممتاز 👏,89114.6,Mid,Winter,11.02.2025,2025-02,Underrated artists to hear,26,0,25.1,0.761,Xiaomi,ForYou,0,c0391f3e02cb01bb0077540e9623453e,6487,0.073626,0.002083,95.142,0.0736264703294124,0.0058813176498196,0.0091666422222874
YouTube,Morocco,Africa,Arabic,Automotive,#Coding,My Favorite College Apps,TVAyaka,original,Highway synth,19,27,16080,521,54,59,81,0.044465,rising,TikTok Creative Center,hook in 2s,Android,5,Tech,6,Short,2680.0,60,0.003358,0.003669,0.005037,8.540984,Wednesday,Morning,Ramadan,"tutorial, ai, apps",شرح ممتاز 👏,72726.1,Mid,Spring,07.05.2025,2025-05,AI Tools You Must Try in 2025,29,0,15.2,0.563,Samsung,Suggested,0,dc05bf64abab80e59f92e5a962f5e500,715,0.0324,0.003731,44.465,0.0324004975124378,0.0033582089552238,0.0036691542288557
YouTube,Saudi Arabia,Asia,Arabic,Fashion,#FYP,Morning Routine — Beginners,NoorPro,licensed,Aesthetic synth,17,26,37124,1505,104,167,93,0.050345,declining,Open Web Samples,tutorial overlay,iOS,22,Pets,5,Short,7424.8,153,0.002801,0.004498,0.002505,9.772727,Saturday,Evening,SummerBreak,"dogs, cute, pets, cats",تحفة بصراحة!,105769.8,Mid,Summer,26.04.2025,2025-04,Dog fails you can’t miss,24,0,10.7,0.412,iPhone,Home,1,2f071db2f7a817c23466bb996aa4a1d7,1869,0.04054,0.004121,50.345,0.0405398125202025,0.0028014222605322,0.0044984376683547
TikTok,South Korea,Asia,Korean,Fashion,#Cover,Perfect — Cover,CookingWithNoor,licensed,Aesthetic synth,15,32,16885,1047,146,111,72,0.081492,declining,Open Web Samples,cinematic b-roll,iOS,14,Music,11,Medium,1535.0,32,0.008647,0.006574,0.004264,31.727273,Friday,Afternoon,SummerBreak,"song, beat, music",Thanks for this!,113141.1,Mid,Summer,11.04.2025,2025-04,Underrated artists to hear,26,0,19.4,0.606,Xiaomi,ForYou,1,158f2e25ee6bcbeb3d2ae9630ccdd5c6,1376,0.062008,0.001895,81.492,0.0620076991412496,0.0086467278649689,0.0065738821439147
YouTube,Argentina,South America,Spanish,Beauty,#FYP,New Patch Tips for Valorant,MusicByYoussef,original,LoFi makeup beat,14,90,16135,1048,158,74,93,0.085095,seasonal,TikTok Creative Center,text-to-speech,Web,9,Gaming,6,Short,2689.17,39,0.009792,0.004586,0.005764,26.2,Friday,Morning,SummerBreak,"valorant, highlights, gaming, esports, clips, fps",Gracias por compartir,127261.5,Mid,Summer,04.04.2025,2025-04,Best Settings for EA FC 25 ⚽,28,1,62.9,0.699,Desktop,Home,1,a1ea69e3726c211cbb01e975160c817a,1373,0.064952,0.002417,85.095,0.0649519677719243,0.0097923768205763,0.0045863030678648
TikTok,Germany,Europe,German,DIY,#Wanderlust,Hidden Gems of Paris,FitnessWithLiam,original,Tape measure click,9,23,136486,8391,872,1052,627,0.080169,stable,Open Web Samples,emoji overlays,Web,8,Travel,9,Medium,15165.11,362,0.006389,0.007708,0.004594,23.115702,Sunday,Morning,Regular,"vlog, guide, hidden gems, travel",Instant like!,103726.9,Mid,Fall,02.03.2025,2025-03,24 Hours in Dubai ✨,19,1,14.7,0.639,Desktop,ForYou,1,412fd544fed3b51c1d4bda47f45db404,10942,0.061479,0.002652,80.169,0.0614788329938601,0.0063889336635259,0.0077077502454464
YouTube,Italy,Europe,Italian,DIY,#MorningRoutine,Weekly Reset — Budget,MasterAli,licensed,Toolbox clack,35,75,17555,955,77,65,182,0.072857,seasonal,TikTok Creative Center,text-to-speech,Android,23,Lifestyle,18,Medium,975.28,28,0.004386,0.003703,0.010367,32.931034,Thursday,Night,Regular,"routine, lifestyle, daily",Instant like!,105795.3,Mid,Winter,28.08.2025,2025-08,Night Routine — Beginners,25,0,44.9,0.599,iPhone,Home,0,6403730d1ecf5ef80b6c3d674a42dd17,1279,0.0544,0.001595,72.857,0.0544004557106237,0.0043862147536314,0.0037026488180005
TikTok,Saudi Arabia,Asia,Arabic,Fashion,#Makeup,GRWM — Productivity Look,CookingWithOlivia,trending,Runway loop,23,45,28649,1317,91,146,151,0.059513,declining,TikTok Creative Center,split-screen,iOS,23,Beauty,19,Medium,1507.84,49,0.003176,0.005096,0.005271,26.34,Sunday,Night,Ramadan,"beauty, makeup, grwm",تحفة بصراحة!,103450.2,Mid,Spring,08.06.2025,2025-06,Skincare Routine for Minimal 🎯,30,1,33.2,0.738,iPhone,ForYou,1,b2af53258590925ed580d440a17cfaea,1705,0.04597,0.00171,59.513,0.0459701909316206,0.0031763761387832,0.0050961639149708
TikTok,India,Asia,Hindi,Fitness,#Motivation,Weekly Reset — Productivity,DailyVlogsAva,original,Hype trap,14,23,15631,2035,296,175,131,0.168703,rising,TikTok Creative Center,subtitles,Android,20,Education,12,Medium,1302.58,79,0.018937,0.011196,0.008381,25.4375,Tuesday,Evening,Regular,"productivity, notes, tips, learn, study",This is fire 🔥,91307.8,Mid,Spring,01.04.2025,2025-04,Exam Day Routine,16,0,19.3,0.839,Samsung,ForYou,0,e1f7aa11e47f075fcf151abfa5f7b170,2637,0.13019,0.005054,168.703,0.1301900070372977,0.0189367282963342,0.0111957008508732
YouTube,Mexico,North America,Spanish,Beauty,#Skincare,GRWM — 2025 Look,UrbanHub,original,Soft glam loop,13,30,15521,552,77,38,40,0.045551,seasonal,TikTok Creative Center,tutorial overlay,Android,8,Beauty,7,Short,2217.29,14,0.004961,0.002448,0.002577,36.8,Sunday,Morning,SummerBreak,"grwm, beauty, makeup",No puedo parar de mirar 😂,96609.1,Mid,Summer,30.03.2025,2025-03,Makeup Basics You Need,22,0,15.4,0.513,Xiaomi,Suggested,1,5819d67ed9c7ba592cf922c6e30a0e22,707,0.035565,0.000902,45.551,0.0355647187681206,0.0049610205527994,0.0024482958572256
YouTube,Sweden,Europe,Swedish,Automotive,#LearnOnTikTok,Weekly Reset — Productivity,StudyWithLeila,original,Highway synth,30,34,266573,10152,774,1183,951,0.048992,stable,Public Reports,hook in 2s,Android,19,Education,21,Medium,12693.95,1233,0.002904,0.004438,0.003568,8.226904,Wednesday,Evening,Regular,"study, learn, tips, notes",This is fire 🔥,115579.1,Mid,Spring,23.07.2025,2025-07,How I Take Notes for Productivity,33,0,23.5,0.691,Oppo,Suggested,0,71edae04713ad01a154f6fdc7a3efc45,13060,0.038083,0.004625,48.992,0.0380833767860961,0.0029035198613512,0.004437808780334
TikTok,Nigeria,Africa,English,Travel,#FYP,Night Routine — College,PrimeWorks,original,Waves & bells,15,40,340155,42735,2986,2749,2895,0.151005,stable,TikTok Creative Center,jumpcut edits,iOS,17,Pets,21,Medium,16197.86,1580,0.008778,0.008082,0.008511,27.030361,Wednesday,Evening,BackToSchool,"pets, dogs, cats",Thanks for this!,98366.2,Mid,Fall,09.04.2025,2025-04,Cutest moments today,20,0,32.2,0.805,Pixel,ForYou,0,a987ed84c93868ed4ba9cc656cd85eb7,51365,0.125634,0.004645,151.005,0.1256339021916479,0.0087783510458467,0.0080816098543311
TikTok,Poland,Europe,Polish,Tech,#Coding,Build This in 10 Minutes,UrbanStudio,trending,Glitch hop,27,32,9721,528,77,50,34,0.070877,stable,TikTok Creative Center,subtitles,Android,18,Tech,43,Evergreen,226.07,7,0.007921,0.005144,0.003498,66.0,Friday,Evening,Regular,"ai, tools, tech, apps",Can’t stop watching 😂,83077.8,Mid,Fall,04.07.2025,2025-07,AI Tools You Must Try in 2025,29,0,24.2,0.756,Xiaomi,ForYou,1,7a9e56562b80518c40d0810b67f4e386,689,0.054315,0.00072,70.877,0.0543153996502417,0.0079209957823269,0.0051435037547577
YouTube,Colombia,South America,Spanish,Music,#Sports,Morning Routine — College,AliShorts,trending,Arabic pop,10,37,67899,2002,226,249,235,0.039942,seasonal,Open Web Samples,split-screen,Android,7,Sports,3,Short,22633.0,275,0.003328,0.003667,0.003461,7.253623,Monday,Morning,SummerBreak,"sports, workout, gym",Gracias por compartir,117704.0,Mid,Summer,03.03.2025,2025-03,Speed drills for beginners,26,0,22.8,0.616,iPhone,Home,0,6d4c6d2a2a7f56481849866cc9f3f0c9,2712,0.029485,0.00405,39.942,0.0294849703235688,0.0033284731733898,0.0036672115936906
TikTok,Canada,North America,English,Finance,#Travel,24 Hours in Dubai,TravelByDiego,original,Subtle groove,11,42,33978,3333,416,401,218,0.128554,seasonal,TikTok Creative Center,subtitles,iOS,21,Travel,20,Medium,1698.9,17,0.012243,0.011802,0.006416,185.166667,Wednesday,Evening,Regular,"food tour, guide, hidden gems",Can’t stop watching 😂,74831.7,Mid,Spring,12.03.2025,2025-03,Street Food Tour — Dubai 📱,26,1,30.5,0.726,Samsung,ForYou,0,36e6ad2cbc9c06394efb9fdc099e51fe,4368,0.098093,0.0005,128.554,0.0980928836305845,0.0122432161987168,0.0118017540761669
TikTok,Japan,Asia,Japanese,Sports,#FYP,AI Tools You Must Try in 2025,AhmedShorts,trending,Adrenaline synth,32,12,22804,1452,207,109,93,0.081608,rising,TikTok Creative Center,storytime,iOS,5,Tech,5,Short,4560.8,8,0.009077,0.00478,0.004078,161.333333,Friday,Morning,Regular,"tech, tutorial, ai",参考になりました！,100266.4,Mid,Spring,08.08.2025,2025-08,My Favorite Beginners Apps 🎮,28,1,6.2,0.517,Pixel,ForYou,1,57157dba7d7b7967e26ad66a90ad238c,1861,0.063673,0.000351,81.608,0.0636730398175758,0.0090773548500263,0.0047798631818979
TikTok,United States,North America,English,Tech,#FYP,Underrated artists you need to hear,Maya,original,Circuit synth,24,24,17691,940,94,118,60,0.068509,declining,Open Web Samples,meme template,Android,22,Music,10,Medium,1769.1,31,0.005313,0.00667,0.003392,29.375,Friday,Evening,Regular,"beat, cover, song, music",This is fire 🔥,94562.8,Mid,Spring,13.06.2025,2025-06,Underrated artists to hear,26,0,19.0,0.792,iPhone,ForYou,1,98bcdf7c2125880d3b8988919cac2e79,1212,0.053134,0.001752,68.509,0.0531343621050251,0.0053134362105025,0.0066700582216946
TikTok,South Africa,Africa,English,Automotive,#CatTok,Night Routine — College,Lucas,original,Highway synth,21,33,68928,4348,410,535,832,0.088861,seasonal,TikTok Creative Center,tutorial overlay,iOS,23,Pets,4,Short,17232.0,61,0.005948,0.007762,0.012071,70.129032,Friday,Night,HolidaySeason,"pets, cute, cats",So underrated!,111632.0,Mid,Winter,23.05.2025,2025-05,My cat did this 😂 ✨,19,1,23.2,0.703,Samsung,External,1,ad8adeda0147e0ca1cff38d390d151a2,6125,0.06308,0.000885,88.861,0.0630803156917363,0.0059482358402971,0.007761722376973
YouTube,United Kingdom,Europe,English,Comedy,#GameClip,Best Settings for GTA V,GamingWithLucas,licensed,Quirky jingle,28,31,30464,1100,66,108,67,0.044019,rising,Open Web Samples,storytime,Android,21,Gaming,4,Short,7616.0,122,0.002166,0.003545,0.002199,8.943089,Sunday,Evening,SummerBreak,"fps, clips, esports",Thanks for this!,118638.2,Mid,Summer,13.07.2025,2025-07,Pro Tips for Valorant in 60s 🎵,30,1,22.2,0.716,Xiaomi,Suggested,1,34ece552b2b7c8df3ce0584895fa0363,1341,0.036108,0.004005,44.019,0.0361081932773109,0.0021664915966386,0.0035451680672268
YouTube,South Africa,Africa,English,Gaming,#MorningRoutine,Morning Routine — Budget,MusicByEmily,original,8bit loop,9,27,28311,1154,82,138,132,0.053195,seasonal,TikTok Creative Center,jumpcut edits,Android,16,Lifestyle,18,Medium,1572.83,172,0.002896,0.004874,0.004662,6.67052,Saturday,Afternoon,Regular,"routine, lifestyle, daily",Thanks for this!,106103.9,Mid,Winter,01.03.2025,2025-03,Morning Routine — 2025,22,0,18.8,0.696,Samsung,Search,1,a81240b5b1aec63cee9e66ba4cf209fc,1506,0.040762,0.006075,53.195,0.0407615414503196,0.0028964006923104,0.0048744304334004
TikTok,Canada,North America,English,Automotive,#Wanderlust,24 Hours in Dubai,BeautyByNoah,original,Highway synth,11,18,84666,8560,826,916,1266,0.136631,declining,Open Web Samples,subtitles,iOS,13,Travel,7,Short,12095.14,192,0.009756,0.010819,0.014953,44.352332,Friday,Afternoon,Regular,"hidden gems, food tour, vlog, travel",So underrated!,97568.1,Mid,Fall,14.03.2025,2025-03,24 Hours in Dubai ✨,19,1,13.4,0.744,iPhone,ForYou,1,a861f745371ee315384e13be58f123fc,11568,0.101103,0.002268,136.631,0.1011031582925849,0.0097559823305695,0.0108189828266364
TikTok,Russia,Europe,Russian,DIY,#Recipe,5-Minute Tacos,NoahPro,trending,Toolbox clack,4,26,39838,2618,417,208,450,0.0927,stable,TikTok Creative Center,facecam,iOS,1,Food,6,Short,6639.67,127,0.010467,0.005221,0.011296,20.453125,Friday,Night,BackToSchool,"kitchen, fast, recipe, street food",This is fire 🔥,98122.4,Mid,Fall,24.01.2025,2025-01,I tried making Croissant,24,0,19.3,0.742,Xiaomi,Search,1,44a2d8cc847cfba8789cba95a3f70417,3693,0.065716,0.003188,92.7,0.065716150409157,0.0104673929414127,0.0052211456398413
YouTube,Saudi Arabia,Asia,Arabic,Fitness,#LearnOnTikTok,Night Routine — Beginners,ProAhmed,trending,Hype trap,31,46,95288,3236,230,248,619,0.045473,rising,TikTok Creative Center,cinematic b-roll,iOS,18,Education,16,Medium,5955.5,82,0.002414,0.002603,0.006496,38.987952,Sunday,Evening,SummerBreak,"productivity, notes, study, learn, tips",جامد جدًا 🔥,84861.8,Mid,Summer,03.08.2025,2025-08,How I Take Notes for Productivity 💪,35,1,34.0,0.739,Samsung,Suggested,1,2a8ec0eef4451db0449215a7c2614d31,4333,0.03396,0.000861,45.473,0.0339602048526572,0.0024137352027537,0.0026026362186214
TikTok,Saudi Arabia,Asia,Arabic,Beauty,#GRWM,How to style Summer,OliviaChannel,original,LoFi makeup beat,35,34,43834,2924,346,356,190,0.087056,declining,Public Reports,jumpcut edits,iOS,19,Fashion,17,Medium,2578.47,35,0.007893,0.008122,0.004335,81.222222,Saturday,Evening,Ramadan,"style, ootd, fashion",مش قادر أبطل اتفرج 😂,141830.1,Mid,Spring,30.08.2025,2025-08,How to style Summer 😂,21,1,21.3,0.626,Pixel,External,1,8c7bd83cebfe2a6464a0c1c0a886936f,3816,0.066706,0.000798,87.056,0.066706209791486,0.0078934160697175,0.0081215494821371
TikTok,Russia,Europe,Russian,DIY,#Gaming,Fortnite — Insane Highlights!,BeyondVision,trending,Tape measure click,7,8,83402,5434,804,453,867,0.090621,seasonal,TikTok Creative Center,jumpcut edits,Android,16,Gaming,21,Medium,3971.52,111,0.00964,0.005432,0.010395,48.517857,Wednesday,Afternoon,SummerBreak,"gaming, highlights, valorant, fps",Thanks for this!,82901.5,Mid,Summer,12.02.2025,2025-02,Best Settings for Fortnite ⚽,28,1,6.6,0.825,Samsung,ForYou,0,a125fcc88360118ca499f1de10d9e68d,7558,0.065154,0.001331,90.621,0.0651543128462147,0.009640056593367,0.0054315244238747
TikTok,Morocco,Africa,Arabic,Comedy,#Travel,Street Food Tour in London,VividStudio,trending,Clap beat,27,20,57440,3444,505,313,224,0.078099,rising,TikTok Creative Center,meme template,Android,19,Travel,3,Short,19146.67,121,0.008792,0.005449,0.0039,28.229508,Thursday,Evening,Regular,"travel, hidden gems, food tour",جامد جدًا 🔥,88276.0,Mid,Fall,03.07.2025,2025-07,24 Hours in Cairo,17,0,10.9,0.545,Samsung,ForYou,0,6c86b51d6f8d36f6a1dd79a3952f4429,4486,0.059958,0.002107,78.099,0.0599582172701949,0.008791782729805,0.0054491643454038
TikTok,Morocco,Africa,Arabic,Art,#Workout,Night Routine — Beginners,DanceWithLucas,trending,Paint stroke ASMR,23,25,95743,4710,443,445,439,0.063054,declining,TikTok Creative Center,text-to-speech,iOS,10,Sports,14,Medium,6838.79,24,0.004627,0.004648,0.004585,188.4,Saturday,Morning,Regular,"workout, gym, football, sports",مش قادر أبطل اتفرج 😂,120470.0,Mid,Winter,07.06.2025,2025-06,Workout you can’t skip ⚽,24,1,17.7,0.708,iPhone,Following,1,2e1932c21f3233851bfc0ebf0277db36,6037,0.049194,0.000251,63.054,0.0491941969647911,0.0046269701179198,0.0046478593735312
YouTube,Colombia,South America,Spanish,Lifestyle,#FYP,Skincare routine for Summer,MasterJames,licensed,Morning vibe,26,59,53299,1535,228,127,230,0.039776,rising,TikTok Creative Center,jumpcut edits,Android,22,Beauty,4,Short,13324.75,173,0.004278,0.002383,0.004315,8.821839,Saturday,Evening,SummerBreak,"beauty, grwm, skincare",No puedo parar de mirar 😂,83775.8,Mid,Summer,28.06.2025,2025-06,Skincare Routine for Office 🏖️,30,1,34.0,0.576,Samsung,Suggested,1,1288ac482ce61ed331adb50fa9694c22,2120,0.0288,0.003246,39.776,0.0287997898647254,0.0042777538040113,0.0023827839171466
TikTok,Japan,Asia,Japanese,Music,#Makeup,Makeup basics you need,AhmedShorts,trending,Latin vibe,34,13,37254,3476,485,243,221,0.118779,rising,TikTok Creative Center,text-to-speech,iOS,14,Beauty,12,Medium,3104.5,94,0.013019,0.006523,0.005932,36.589474,Monday,Afternoon,SummerBreak,"tips, skincare, grwm, makeup, beauty",参考になりました！,100266.4,Mid,Summer,18.08.2025,2025-08,Makeup Basics You Need 🎮,24,1,10.5,0.808,Pixel,ForYou,0,09611bc5ce9b8dcf72352d48d0fe6f6b,4425,0.093305,0.002523,118.779,0.0933054168679873,0.0130187362430879,0.0065227894991141
TikTok,Canada,North America,English,Art,#FYP,Night Routine — Summer,YoussefPro,trending,Indie brush,25,31,57603,4348,551,403,279,0.096887,stable,TikTok Creative Center,split-screen,Android,16,Sports,47,Evergreen,1225.6,197,0.009565,0.006996,0.004843,21.959596,Sunday,Afternoon,Regular,"gym, workout, sports",Can’t stop watching 😂,117342.2,Mid,Fall,22.06.2025,2025-06,Workout you can’t skip 🧠,24,1,18.3,0.59,Samsung,Following,1,0086bb5c88b1234efd062b2c12864d3e,5581,0.075482,0.00342,96.887,0.0754821797475825,0.0095654740204503,0.0069961633942676
TikTok,Egypt,Africa,Arabic,DIY,#Fashion,GRWM: 2025 Edition,Yuki,licensed,Woodshop groove,10,17,68113,2767,251,348,366,0.054791,stable,TikTok Creative Center,cinematic b-roll,iOS,14,Fashion,9,Medium,7568.11,25,0.003685,0.005109,0.005373,106.423077,Monday,Afternoon,SummerBreak,"grwm, style, ootd",تحفة بصراحة!,117301.2,Mid,Summer,03.03.2025,2025-03,Outfits for Summer 🎯,20,1,8.8,0.518,iPhone,External,0,44b52e7f509d40b73919abc6fcffad8c,3732,0.040624,0.000367,54.791,0.0406236694904056,0.0036850527799392,0.0051091568423061
TikTok,United Kingdom,Europe,English,Comedy,#FYP,Morning Routine — Budget,James,trending,Goofy bass,28,31,66341,4050,302,524,549,0.081774,rising,TikTok Creative Center,fast captions,Android,5,Dance,8,Medium,8292.62,70,0.004552,0.007899,0.008275,57.042254,Friday,Morning,Regular,"challenge, music, trend, dance",So underrated!,92280.2,Mid,Spring,11.07.2025,2025-07,Dance With Me — Office 🔥,24,1,22.3,0.719,iPhone,External,1,2e709803bd644d5afeb1226af102d6a7,5425,0.061048,0.001055,81.774,0.061048220557423,0.004552237681072,0.0078985845857011
YouTube,Kenya,Africa,Swahili,Fitness,#Comedy,POV: 2025,VividLabs,licensed,Hype trap,22,16,20239,876,101,92,56,0.055586,declining,TikTok Creative Center,text-to-speech,Android,20,Comedy,15,Medium,1349.27,39,0.00499,0.004546,0.002767,21.9,Thursday,Evening,BackToSchool,"comedy, relatable, funny, sketch",Can’t stop watching 😂,104933.1,Mid,Fall,29.05.2025,2025-05,POV: Productivity 🎮,19,1,7.2,0.45,iPhone,Search,0,15a86d10727322d86a1fa606b02c6ed8,1125,0.043283,0.001927,55.586,0.0432827708878897,0.0049903651366174,0.0045456791343445
YouTube,Saudi Arabia,Asia,Arabic,Fitness,#GRWM,How to style Beginners,MasterOlivia,licensed,Hype trap,16,38,74811,3274,271,347,756,0.06213,stable,Public Reports,jumpcut edits,Android,16,Fashion,10,Medium,7481.1,294,0.003622,0.004638,0.010105,11.098305,Monday,Afternoon,HolidaySeason,"style, fashion, ootd",شرح ممتاز 👏,112356.1,Mid,Winter,14.04.2025,2025-04,GRWM: Office Edition,20,0,16.4,0.432,Samsung,Suggested,0,b8396f8df58e6dc2222c0efe93f325b7,4648,0.043764,0.00393,62.13,0.0437636176498108,0.0036224619374156,0.0046383553220783
